"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM1","Území","Uz0","Měsíce","CasM","Hodnota"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2024","2024-12","37609"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2025","2025-01","37135"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2025","2025-02","34837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2025","2025-03","34127"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2025","2025-04","35215"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2025","2025-05","37177"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2025","2025-06","38422"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2025","2025-07","38447"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2025","2025-08","37248"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2025","2025-09","37014"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2025","2025-10","35038"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2025","2025-11","32889"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2025","2025-12","31240"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2016","2016-10","29041"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2016","2016-11","29183"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2016","2016-12","27000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2017","2017-01","28700"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2017","2017-02","26891"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2017","2017-03","27630"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2017","2017-04","28420"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2017","2017-05","28000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2017","2017-06","28959"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2017","2017-07","30000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2017","2017-08","30000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2017","2017-09","30500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2017","2017-10","29579"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2017","2017-11","26320"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2017","2017-12","25182"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2018","2018-01","25292"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2018","2018-02","23881"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2018","2018-03","21930"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2018","2018-04","23631"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2018","2018-05","23915"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2018","2018-06","20997"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2018","2018-07","22800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2018","2018-08","21643"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2018","2018-09","23626"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2018","2018-10","23631"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2018","2018-11","23456"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2018","2018-12","23256"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2019","2019-01","23973"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2019","2019-02","23346"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2019","2019-03","23346"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2019","2019-04","23000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2019","2019-05","23000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2019","2019-06","26000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2019","2019-07","26000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2019","2019-08","30724"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2019","2019-09","31598"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2019","2019-10","31722"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2019","2019-11","29740"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2019","2019-12","31595"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2020","2020-01","34244"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2020","2020-02","29317"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2020","2020-03","30536"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2020","2020-04","30995"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2020","2020-05","26600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2020","2020-06","29000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2020","2020-07","24000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2020","2020-08","24500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2020","2020-09","24000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2020","2020-10","23698"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2020","2020-11","24300"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2020","2020-12","23148"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2021","2021-01","22507"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2021","2021-02","21000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2021","2021-03","22020"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2021","2021-04","22930"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2021","2021-05","23828"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2021","2021-06","24463"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2021","2021-07","24579"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2021","2021-08","25000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2021","2021-09","21217"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2021","2021-10","20354"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2021","2021-11","22000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2021","2021-12","22120"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2022","2022-01","20641"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2022","2022-02","21000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2022","2022-03","20260"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2022","2022-04","20750"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2022","2022-05","21000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2022","2022-06","29000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2022","2022-07","28000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2022","2022-08","28000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2022","2022-09","31940"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2022","2022-10","34000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2022","2022-11","31733"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2022","2022-12","32732"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2023","2023-01","34769"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2023","2023-02","34330"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2023","2023-03","33999"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2023","2023-04","35650"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2023","2023-05","36000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2023","2023-06","36658"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2023","2023-07","36282"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2023","2023-08","39787"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2023","2023-09","36000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2023","2023-10","36663"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2023","2023-11","35894"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2023","2023-12","35834"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2024","2024-01","32480"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2024","2024-02","34841"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2024","2024-03","36000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2024","2024-04","36000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2024","2024-05","35842"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2024","2024-06","35030"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2024","2024-07","32370"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2024","2024-08","33140"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2024","2024-09","34920"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2024","2024-10","34750"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2024","2024-11","34020"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2024","2024-12","34456"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2025","2025-01","34036"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2025","2025-02","31450"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2025","2025-03","31667"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2025","2025-04","30970"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2025","2025-05","35000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2025","2025-06","33700"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2025","2025-07","35081"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2025","2025-08","33610"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2025","2025-09","34130"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2025","2025-10","31041"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2025","2025-11","29917"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2025","2025-12","27632"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2016","2016-10","38460"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2016","2016-11","38460"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2016","2016-12","38000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2017","2017-01","38000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2017","2017-02","38550"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2017","2017-03","34450"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2017","2017-04","37800"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2017","2017-05","36580"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2017","2017-06","40090"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2017","2017-07","38500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2017","2017-08","38500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2017","2017-09","38500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2017","2017-10","38500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2017","2017-11","38500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2017","2017-12","37630"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2018","2018-01","35043"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2018","2018-02","33463"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2018","2018-03","32000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2018","2018-04","32000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2018","2018-05","32467"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2018","2018-06","31620"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2018","2018-07","32000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2018","2018-08","31300"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2018","2018-09","31416"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2018","2018-10","32780"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2018","2018-11","32374"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2018","2018-12","30500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2019","2019-01","31549"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2019","2019-02","33783"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2019","2019-03","30926"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2019","2019-04","32436"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2019","2019-05","34990"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2019","2019-06","36809"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2019","2019-07","36809"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2019","2019-08","37043"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2019","2019-09","37626"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2019","2019-10","38428"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2019","2019-11","38288"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2019","2019-12","41401"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2020","2020-01","42693"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2020","2020-02","42526"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2020","2020-03","40585"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2020","2020-04","39222"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2020","2020-05","42802"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2020","2020-06","39069"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2020","2020-07","38865"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2020","2020-08","36604"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2020","2020-09","34042"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2020","2020-10","33992"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2020","2020-11","33000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2020","2020-12","33293"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2021","2021-01","31856"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2021","2021-02","34000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2021","2021-03","34000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2021","2021-04","34270"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2021","2021-05","35085"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2021","2021-06","34000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2021","2021-07","32201"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2021","2021-08","31210"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2021","2021-09","31000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2021","2021-10","32310"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2021","2021-11","28000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2021","2021-12","30900"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2022","2022-01","31000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2022","2022-02","34000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2022","2022-03","34240"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2022","2022-04","37515"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2022","2022-05","37881"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2022","2022-06","37000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2022","2022-07","35936"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2022","2022-08","38130"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2022","2022-09","44160"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2022","2022-10","40500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2022","2022-11","39213"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2022","2022-12","42000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2023","2023-01","41500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2023","2023-02","44320"
